Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
38227902,The Rise of Rome (The Great Courses),Gregory S. Aldrete,"Aldrete, Gregory S.",,,,5.0,The Great Courses,Audible Audio,13,2018,2018,2018/06/04,2018/05/31,,,read,,,,1,0
522776,"The Wolf of Wall Street (The Wolf of Wall Street, #1)",Jordan Belfort,"Belfort, Jordan",,0553805460,9780553805468,3.0,Bantam,Hardcover,528,2007,2007,2018/06/08,2018/06/08,,,read,,,,1,0
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,,,4.0,Bantam Books,Mass Market Paperback,1060,2011,2005,2018/05/29,2014/02/22,,,read,,,,1,0
4099,The Pragmatic Programmer: From Journeyman to Master,Andy   Hunt,"Hunt, Andy","Dave         Thomas, Ward Cunningham",020161622X,9780201616224,4.0,Addison-Wesley Professional,Paperback,321,1999,1999,2018/04/17,2018/01/22,,,read,,,,1,0
17660462,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,"Stone, Brad",,0316219266,9780316219266,4.0,"Little, Brown and Company",Hardcover,384,2013,2013,2018/05/04,2018/04/12,,,read,,,,1,0
12625589,Turing's Cathedral: The Origins of the Digital Universe,George Dyson,"Dyson, George",,,,4.0,Pantheon,ebook,505,2012,2012,2018/04/30,2018/04/12,,,read,,,,1,0
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,1451648537,9781451648539,5.0,Simon & Schuster,Hardcover,630,2011,2011,2018/5/1,2018/04/14,,,read,,,,2,0
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,1455586692,9781455586691,4.0,Grand Central Publishing,Hardcover,296,2016,2016,2018/04/14,2018/04/08,,,read,,,,1,0
13912,A Beautiful Mind,Sylvia Nasar,"Nasar, Sylvia",,0571212921,9780571212927,4.0,Faber & Faber,Paperback,461,1999,1998,2018/04/05,2018/03/29,,,read,,,,1,0
20821029,The Wars of the Roses: The Fall of the Plantagenets and the Rise of the Tudors,Dan Jones,"Jones, Dan",,0670026670,9780670026678,4.0,Viking,Hardcover,392,2014,2014,2018/03/25,2018/03/22,,,read,,,,1,0
3869,A Brief History of Time,Stephen W. Hawking,"Hawking, Stephen W.",,0553380168,9780553380163,5.0,Bantam Books,Paperback,226,1998,1988,2018/03/17,2018/03/14,favorites,favorites (#15),read,"I haven't read this one in a while. With the news of Dr. Hawking's passing it felt like as good as any to revisit it, and I'm glad I did.",,,1,0
18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,,,5.0,Del Rey,Mass Market Paperback,404,2003,1955,2018/03/05,2018/01/24,favorites,favorites (#14),read,,,,1,0
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,0812550757,9780812550757,5.0,Tor Books,Mass Market Paperback,382,1994,1986,2014/4/1,2014/02/22,favorites,favorites (#13),read,First time that I've read it in years. Now I remember why Speaker is the best of the quintet. ,,,2,0
34373814,The Friendly Orange Glow: The Untold Story of the PLATO System and the Dawn of Cyberculture,Brian Dear,"Dear, Brian",,1101871555,9781101871553,4.0,Pantheon,Hardcover,640,2017,2017,2018/02/16,2018/01/23,favorites,favorites (#12),read,"It's a great dive into an obscure but significant piece of computing history. Before reading I had little knowledge of the PLATO System, but this served as a fantastic history of the project, the community, and the innovations that helped pave the way for many of the technological advancements that we've seen in the last 40 years. The author's writing style very much reminds me of Walter Issacson's work. Specifically [b:The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution|21856367|The Innovators  How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution|Walter Isaacson|https://images.gr-assets.com/books/1410191571s/21856367.jpg|41129225].",,,1,0
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",Peter S. Beagle,0618346260,9780618346264,5.0,Houghton Mifflin,Paperback,322,1993,1954,2018/02/02,2018/01/24,favorites,favorites (#11),read,,,,1,0
30165203,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,,,4.0,William Morrow,Kindle Edition,635,2011,2001,2017/01/10,2017/01/10,favorites,favorites (#10),read,,,,1,0
21856367,"The Innovators: How a Group of Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson,"Isaacson, Walter",,147670869X,9781476708690,5.0,Simon & Schuster,Hardcover,542,2014,2014,2017/01/10,2017/01/02,favorites,favorites (#9),read,,,,1,0
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,,,5.0,Random House Worlds,Paperback,1009,2002,1998,2017/09/19,2014/02/22,favorites,favorites (#8),read,,,,1,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,0812550706,9780812550702,5.0,Tor,Mass Market Paperback,324,2004,1985,2014/2/28,2014/02/22,favorites,favorites (#7),read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,030788743X,9780307887436,5.0,Crown Publishers,Hardcover,480,2011,2011,2017/09/21,2017/09/19,favorites,favorites (#5),read,,,,1,0
34684622,Leonardo da Vinci,Walter Isaacson,"Isaacson, Walter",,1501139150,9781501139154,5.0,Simon & Schuster,Hardcover,600,2017,2017,2017/11/30,2017/10/31,favorites,favorites (#4),read,,,,1,0
31920777,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,Nick Bilton,"Bilton, Nick",,1591848148,9781591848141,4.0,Portfolio,Hardcover,328,2017,2017,2018/01/04,2018/01/02,,,read,,,,1,0
36595101,Fire and Fury: Inside the Trump White House,Michael  Wolff,"Wolff, Michael",,1250158060,9781250158062,4.0,Henry Holt and Co.,Hardcover,322,2018,2018,2018/01/11,2018/01/05,,,read,,,,1,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,,9798804636129,4.0,Harper,Paperback,212,2016,2016,2018/01/14,2017/12/30,,,read,,,,1,0
18630542,Seconds,Bryan Lee O'Malley,"O'Malley, Bryan Lee",,0345529375,9780345529374,5.0,Ballantine Books,Hardcover,323,2014,2014,2017/09/19,2017/09/19,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,038549081X,9780385490818,4.0,Anchor Books,Paperback,311,1998,1985,2017/10/03,2017/09/21,,,read,,,,1,0
34504722,"Paper Girls, Volume 3",Brian K. Vaughan,"Vaughan, Brian K.","Cliff Chiang, Matt Wilson, Jared K. Fletcher",1534302239,9781534302235,4.0,Image Comics,Paperback,128,2017,2017,2017/10/03,2017/09/19,,,read,,,,1,0
33013351,The Fourth Transformation: How Augmented Reality and Artificial Intelligence Change Everything,Robert Scoble,"Scoble, Robert",Shel  Israel,,,5.0,Patrick Brewster Press,Kindle Edition,163,2016,2016,2017/10/03,2017/10/03,,,read,,,,1,0
34928122,Artemis,Andy Weir,"Weir, Andy",,0553448129,9780553448122,4.0,Crown,Hardcover,305,2017,2017,2017/12/12,2017/12/04,,,read,Excellent second outing for Andy Weir,,,1,0
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,0743264738,9780743264730,4.0,Simon & Schuster,Hardcover,675,2007,2007,2017/03/30,2017/03/30,,,read,,,,1,0
31338724,"Paper Girls, Volume 2",Brian K. Vaughan,"Vaughan, Brian K.","Cliff Chiang, Matt Wilson, Jared K. Fletcher",1632158957,9781632158956,4.0,Image Comics,Paperback,128,2016,2016,2017/09/19,2017/09/19,,,read,,,,1,0
28204534,"Paper Girls, Volume 1",Brian K. Vaughan,"Vaughan, Brian K.","Cliff Chiang, Matt Wilson, Jared K. Fletcher",1632156741,9781632156747,4.0,Image Comics,Paperback,144,2016,2016,2017/09/19,2017/09/19,,,read,,,,1,0
11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,,,5.0,Del Rey Books,Mass Market Paperback,216,2005,1979,2017/01/01,2014/07/14,,,read,,,,1,0
23158207,How Google Works,Eric Schmidt,"Schmidt, Eric",Jonathan Rosenberg,,,0,Grand Central Publishing,ebook,286,2014,2014,2017/08/04,2017/07/27,,,read,,,,1,0
25131600,"Aftermath (Star Wars: Aftermath, #1)",Chuck Wendig,"Wendig, Chuck",,080417766X,9780804177665,0,Del Rey,ebook,366,2015,2015,2017/07/30,2017/07/29,,,read,,,,1,0
830502,It,Stephen  King,"King, Stephen",,0450411435,9780450411434,5.0,New English Library,Paperback,1184,1987,1986,2017/07/27,2017/03/30,,,read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,,,5.0,Bantam,Mass Market Paperback,835,2005,1996,2017/07/27,2014/02/22,favorites,favorites (#2),read,,,,1,0
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,0199678111,9780199678112,0,Oxford University Press,Hardcover,352,2014,2014,2017/06/02,2017/04/03,,,read,,,,1,0
27276428,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,,,0,Scribner,Hardcover,592,2016,2016,2017/06/02,2017/01/15,,,read,,,,1,0
6593810,Learn You a Haskell for Great Good!,Miran Lipovača,"Lipovača, Miran",,,,0,,ebook,176,,2011,2017/03/30,2017/01/17,,,read,,,,1,0
150731,Alan Turing: The Enigma,Andrew Hodges,"Hodges, Andrew",Douglas R. Hofstadter,0802775802,9780802775801,4.0,Walker Books,Paperback,608,2000,1983,2017/01/25,2016/10/11,,,read,,,,1,0
23492684,The Idealist: Aaron Swartz and the Rise of Free Culture on the Internet,Justin Peters,"Peters, Justin",,1476767726,9781476767727,4.0,Scribner,Hardcover,352,2016,2016,2017/01/12,2017/01/10,,,read,,,,1,0
23492802,Magic and Loss: The Internet as Art,Virginia Heffernan,"Heffernan, Virginia",,1439191700,9781439191705,4.0,Simon & Schuster,Hardcover,272,2016,2015,2017/01/15,2017/01/13,,,read,,,,1,0
26030703,Disrupted: My Misadventure in the Start-Up Bubble,Dan  Lyons,"Lyons, Dan",,0316306088,9780316306089,5.0,Grand Central Publishing,Hardcover,272,2016,2016,,2016/10/11,,,read,,,,1,0
18077903,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,"Catmull, Ed",Amy    Wallace,0812993012,9780812993011,4.0,Random House,Hardcover,368,2014,2014,2017/01/10,2017/01/06,,,read,,,,1,0
2761,The Denial of Death,Ernest Becker,"Becker, Ernest",Sam Keen,,,5.0,Free Press,Paperback,336,1997,1973,2014/12/27,2014/07/14,,,read,,,,1,0
18007564,The Martian,Andy Weir,"Weir, Andy",,0804139024,9780804139021,5.0,Crown Publishers,Hardcover,369,2014,2011,2014/09/26,2014/09/23,favorites,favorites (#1),read,"This book is fantastic. Period. It's one of the most gripping science fiction novels that I've read in quite some time, and in a lot of ways it reminds me a lot of the structure of 2001: A Space Odyssey. The book based around an astronaut that ends up stranded on Mars (a story that has been told a thousand times, I know) and his struggle to survive. But what this book does differently is that it uses actual science. It takes place in the present (think Mars One, 2030 Mars missions, etc), incorporates NASA politics, and just does a great job of telling the story from every relevant angle. Five out of five. Read it.",,,1,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,0374275637,9780374275631,5.0,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,2014/07/06,2014/07/14,,,read,Great read on our perceptions and mental processes. ,,,1,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,,,5.0,Roc,Paperback,297,2000,1968,2014/06/06,2014/05/31,favorites,,read,Fantastic. A true space odyssey.,,,1,0
